C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7002-176.jpg,0,176,256,252,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_40.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7002-190.jpg,0,0,250,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_41.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7002-212.jpg,59,0,184,253,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_42.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-15.jpg,150,192,247,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_43.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-16.jpg,0,94,52,154,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_44.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-17.jpg,52,105,77,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_45.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-18.jpg,48,201,63,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_46.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-32.jpg,119,9,211,178,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_47.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-33.jpg,21,0,254,190,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_48.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-35.jpg,2,18,140,253,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_49.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-36.jpg,1,0,224,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_50.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-47.jpg,48,0,154,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_51.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-50.jpg,77,0,135,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_52.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-54.jpg,63,25,256,60,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_53.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-68.jpg,0,5,253,49,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_54.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-145.jpg,0,61,256,110,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_55.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-210.jpg,0,4,256,243,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_56.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-227.jpg,197,0,236,52,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_57.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-229.jpg,0,49,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_58.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-230.jpg,0,0,64,58,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_59.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-231.jpg,61,134,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_60.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7003-233.jpg,0,0,68,141,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_61.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-10.jpg,65,0,174,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_62.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-25.jpg,165,177,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_63.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-28.jpg,0,0,218,183,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_64.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-33.jpg,147,0,256,48,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_65.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-39.jpg,39,12,152,64,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_66.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-46.jpg,144,99,200,113,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_67.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-60.jpg,227,27,256,136,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_68.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-61.jpg,215,220,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_69.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-62.jpg,0,4,256,225,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_70.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-63.jpg,0,28,256,223,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_71.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-64.jpg,0,0,256,136,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_72.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-65.jpg,0,132,209,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_73.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-74.jpg,37,0,185,138,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_74.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-75.jpg,55,54,240,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_75.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-76.jpg,0,31,44,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_76.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-77.jpg,12,0,137,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_77.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-78.jpg,245,201,256,231,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_78.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-83.jpg,4,169,33,240,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_79.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-84.jpg,131,145,215,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_80.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-91.jpg,221,239,226,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_81.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-92.jpg,132,11,235,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_82.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-93.jpg,64,110,153,254,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_83.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-102.jpg,198,51,248,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_84.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-112.jpg,121,0,175,198,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_85.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-120.jpg,152,82,160,99,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_86.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-121.jpg,45,64,138,173,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_87.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-122.jpg,51,0,64,33,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_88.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-125.jpg,0,120,38,204,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_89.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-126.jpg,149,29,212,255,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_90.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-127.jpg,237,173,249,204,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_91.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-128.jpg,0,30,61,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_92.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-140.jpg,156,79,161,85,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_93.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-141.jpg,60,31,256,252,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_94.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-142.jpg,0,0,77,40,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_95.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-143.jpg,47,2,209,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_96.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-157.jpg,242,95,251,113,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_97.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-160.jpg,156,35,222,211,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_98.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-161.jpg,0,43,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_99.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-166.jpg,170,0,240,216,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_100.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-167.jpg,8,120,58,211,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_101.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-175.jpg,237,237,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_102.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-179.jpg,0,0,213,240,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_103.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-193.jpg,32,0,214,188,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_104.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7004-197.jpg,209,230,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_105.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-8.jpg,0,1,252,239,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_106.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-9.jpg,22,0,90,70,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_107.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-26.jpg,202,0,256,62,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_108.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-27.jpg,0,6,212,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_109.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-44.jpg,94,137,219,179,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_110.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-61.jpg,203,186,232,196,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_111.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-62.jpg,24,0,138,147,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_112.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-75.jpg,27,0,116,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_113.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-76.jpg,173,0,224,48,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_114.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-77.jpg,83,38,256,228,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_115.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-78.jpg,0,0,204,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_116.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-79.jpg,134,117,177,253,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_117.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-80.jpg,152,82,223,233,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_118.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-81.jpg,2,0,256,160,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_119.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-82.jpg,152,0,256,102,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_120.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-91.jpg,0,94,228,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_121.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-93.jpg,29,0,160,251,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_122.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-100.jpg,55,0,256,244,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_123.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-118.jpg,15,48,39,84,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_124.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-119.jpg,1,77,256,218,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_125.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-137.jpg,1,13,256,79,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_126.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-138.jpg,0,0,256,129,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_127.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-139.jpg,18,140,238,179,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_128.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-141.jpg,0,179,114,255,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_129.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-142.jpg,81,17,153,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_130.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-143.jpg,0,154,223,215,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_131.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-155.jpg,139,244,146,252,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_132.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-156.jpg,225,223,256,231,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_133.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-157.jpg,35,233,95,240,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_134.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-158.jpg,112,164,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_135.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-173.jpg,84,0,158,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_136.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-176.jpg,115,111,227,254,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_137.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-177.jpg,50,115,256,195,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_138.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-191.jpg,28,5,93,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_139.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7005-195.jpg,0,189,40,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_140.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-5.jpg,0,132,23,163,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_141.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-6.jpg,200,198,250,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_142.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-23.jpg,2,145,64,199,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_143.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-41.jpg,0,0,106,237,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_144.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-59.jpg,111,53,208,254,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_145.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-73.jpg,0,0,208,169,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_146.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-74.jpg,78,194,88,214,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_147.png
